movie_id,title,year,length,age_guide,description,poster,trailer_url,is_deleted,is_in_cinema,is_coming_soon,genre,language,director,writer,actors,keywords
450,So I Married an Axe Murderer,1993,1h 33min,PG-13,avant garde poet charlie much luck women meets harriet girl dreams .. nightmares wonderful begins suspect mrs x .  woman marries men kills,https://m.media-amazon.com/images/M/MV5BODIxNzJhYjUtZWYwOC00YjI2LWI1ZDgtMDVjMjY3ODUyOGZjXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg,https://www.youtube.com/embed/O3TgDBN7wk4,False,False,False,Comedy Romance,English Russian,ThomasCarter,RobbieFox,MikeMyers NancyTravis AnthonyLaPaglia AmandaPlummer BrendaFricker,"Avant-garde poet Charlie hasn't had much luck with women, but then he meets Harriet, the girl of his dreams.. or is it his nightmares? Harriet is wonderful, but Charlie begins to suspect that she is Mrs. X., a woman who marries men, then kills them."
452,Super Mario Bros.,1993,1h 44min,PG,make movie video game question answered film mario luigi two hard working plumbers find alternate universe evolved dinosaurs live medium hi tech squalor hope save earth invasion,https://m.media-amazon.com/images/M/MV5BZGVmZTUyZDAtYjg0MC00NmE5LWE2OTAtM2FjNGI1NWUyMzE0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,https://www.youtube.com/embed/wtMZKYnLg5c,False,False,False,Sci-Fi Fantasy Adventure Comedy Family,English,AndreyKonchalovskiy RobertZemeckis,EdSolomon TerryRunte ParkerBennett,FisherStevens SamanthaMathis DennisHopper BobHoskins JohnLeguizamo,"Can you make a movie out of a video game? That's the question that is answered by this film. Mario Mario and Luigi Mario, two hard working plumbers find themselves in an alternate universe where evolved dinosaurs live in medium hi-tech squalor. They find themselves the only hope to save the Earth from invasion."
453,Surviving the Game,1994,1h 36min,R,jack mason ice   lives streets wants cease life day two best friends die dog older man shared food roof time walter cole charles dutton charity organization prevent suicide also offers quite well paid job servant hunting party rocky mountains accepts flies hut wilderness prepare everything four rich businessmen want hunt something special yet know victim sport lead basic insticts count cleverness,https://m.media-amazon.com/images/M/MV5BMmJiMGI5NzktNzM5Mi00YzI3LWI4NTMtYmU1ZmViMzQ2ZGVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/6SdUm-xFu38,False,False,False,Adventure Thriller Drama Action Crime,English,EricLeighton,EricBernt,RutgerHauer Ice-T CharlesS.Dutton GaryBusey F.MurrayAbraham,"Jack Mason (Ice-T), who lives on the streets, wants to cease his life when on the same day his two best friends die: his dog and an older man with whom he shared his food and roof. Just in time, Walter Cole (Charles S. Dutton), from a charity organization, can prevent his suicide and also offers him a quite well-paid job as servant for a hunting party in the Rocky Mountains. Mason accepts the job and flies with them to a hut in the wilderness where they prepare everything for the four rich businessmen who want to hunt something special. Mason does not yet know that he is the victim of their sport that should lead to the basic insticts of man, but they did not count on his cleverness."
454,Terminal Velocity,1994,1h 42min,PG-13,ditch brodie maverick skydiving instructor one day beautiful girl comes wanting take first jump air takes eyes momentarily looks back find fallen dying impact suspicious seems distinctly remembers hooking static line ...,https://m.media-amazon.com/images/M/MV5BZGQxMTQ0ZjQtOTVmYi00N2ViLTg2NzItZmZjMGE2NmFlM2I4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,https://www.youtube.com/embed/cMzjb5OeYng,False,False,False,Thriller Romance Action Mystery,English,DeanParisot,DavidTwohy,CharlieSheen NastassjaKinski JamesGandolfini ChristopherMcDonald GaryBullock,"Ditch Brodie is a maverick skydiving instructor. One day, a beautiful girl comes in, wanting to take her first jump. Up in the air, Ditch takes his eyes off her momentarily, then looks back to find out that she has fallen out, dying on impact. Ditch is suspicious that all is not as it seems, because he distinctly remembers hooking her static line on..."
455,Threesome,1994,1h 33min,R,eddy stuart share two thirds dormitory suite due bureaucratic error woman named alex added room first relations among three tense soon however falls lusts comes realize gay attracted pledge act romantic lustful feelings become close friends bottling lot sexual tension,https://m.media-amazon.com/images/M/MV5BM2E1MjU5ZmUtYzJkMC00NDM2LTk1MjctMGY3ZGU4ZGNkNWFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/QWKJ-avtMWQ,False,False,False,Romance Comedy Drama,English,AllisonAnders,AndrewFleming,MarthaGehman AlexisArquette StephenBaldwin JoshCharles LaraFlynnBoyle,"Eddy and Stuart share two-thirds of a dormitory suite. Due to bureaucratic error, a woman named Alex is added to their room. At first, relations among the three are tense. Soon, however, Alex falls for Eddy, and Stuart lusts after Alex. Eddy comes to realize not only that he's gay, but that he's attracted to Stuart. The three pledge not to act on any romantic (or lustful) feelings with each other, and become close friends . . . while bottling up a lot of sexual tension."
456,The Nightmare Before Christmas,1993,1h 16min,G,jack skellington pumpkin king halloween town bored thing every year one day stumbles christmas taken idea tries get resident bats ghouls goblins help put instead -- alas quite right,https://m.media-amazon.com/images/M/MV5BNWE4OTNiM2ItMjY4Ni00ZTViLWFiZmEtZGEyNGY2ZmNlMzIyXkEyXkFqcGdeQXVyMDU5NDcxNw@@._V1_.jpg,https://www.youtube.com/embed/PK0xIcWlz9Q,False,False,False,Fantasy Family Musical Animation,English,HendelButoy,TimBurton CarolineThompson MichaelMcDowell,DannyElfman ChrisSarandon CatherineOHara WilliamHickey GlennShadix,"Jack Skellington, the pumpkin king of Halloween Town, is bored with doing the same thing every year for Halloween. One day he stumbles into Christmas Town, and is so taken with the idea of Christmas that he tries to get the resident bats, ghouls, and goblins of Halloween Town to help him put on Christmas instead of Halloween -- but alas, they can't get it quite right."
457,The Three Musketeers,1993,1h 45min,PG,three best disbanded musketeers athos kiefer sutherland   porthos oliver platt aramis charlie sheen join young hotheaded would musketeer artagnan chris donnell stop cardinal richelieu tim curry evil plot form alliance enemy england way mysterious countess winter rebecca de mornay . rochefort michael wincott right hand man announces official disbanding king however refuse throw swords fighter drinker pirate lover priest poet arriving paris uncovers plans four set mission protect louis hugh conor france,https://m.media-amazon.com/images/M/MV5BMzc4OTJlMTgtMWE5MC00MDRlLWE2MDQtYTI4ZTAzNzUyZjM2XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_.jpg,https://www.youtube.com/embed/FMy1TFRF8Lk,False,False,False,Family Action Adventure Comedy Romance,English,StephenGyllenhaal,AlexandreDumas DavidLoughery,OliverPlatt ChrisODonnell TimCurry CharlieSheen KieferSutherland,"The three best of the disbanded Musketeers - Athos (Kiefer Sutherland), Porthos (Oliver Platt), and Aramis (Charlie Sheen) - join a young hotheaded would-be-Musketeer, D'Artagnan (Chris O'Donnell), to stop Cardinal Richelieu's (Tim Curry's) evil plot: to form an alliance with enemy England by way of the mysterious Countess D'Winter (Rebecca De Mornay). Rochefort (Michael Wincott), the Cardinal's right-hand man, announces the official disbanding of the King's Musketeers. Three, however, refuse to throw down their swords - Athos, the fighter and drinker, Porthos, the pirate and lover, and Aramis, the priest and poet. Arriving in Paris to join the Musketeers, D'Artagnan uncovers the Cardinal's plans, and the four set out on a mission to protect King Louis (Hugh O'Conor) and France."
458,Tombstone,1993,2h 10min,R,success cleaning dodge city wyatt earp moves tombstone arizona wishes get rich obscurity meets brothers well old friend doc holliday band outlaws call cowboys causing problems region various acts random violence inevitably come confrontation earps leads shoot k corral,https://m.media-amazon.com/images/M/MV5BODRkYzA4MGItODE2MC00ZjkwLWI2NDEtYzU1NzFiZGU1YzA0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,https://www.youtube.com/embed/A-cyk33Sok4,False,False,False,Biography Action History Western Drama,English Latin Spanish,GeorgeHuang KevinCostner,KevinJarre,KurtRussell ValKilmer SamElliott BillPaxton PowersBoothe,"After success cleaning up Dodge City, Wyatt Earp moves to Tombstone, Arizona, and wishes to get rich in obscurity. He meets his brothers there, as well as his old friend Doc Holliday. A band of outlaws that call themselves The Cowboys are causing problems in the region with various acts of random violence, and inevitably come into confrontation with Holliday and the Earps, which leads to a shoot-out at the O.K. Corral."
459,Trial by Jury,1994,1h 47min,R,valerie juror trial mob boss young son life threatened option see justice done,https://m.media-amazon.com/images/M/MV5BMjgyMjYxYzMtOTY4Zi00ZjYxLThkNmEtZmY1NWExZDJjMWU3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,https://www.youtube.com/embed/Zc8v6fd-mz0,False,False,False,Thriller Drama Crime,English,HenrySelick,JordanKatz HeywoodGould,JoanneWhalley ArmandAssante GabrielByrne WilliamHurt KathleenQuinlan,"Valerie is a juror in the trial of a mob boss. When her young son's life is threatened, she has no option other than to see that justice isn't done."
460,True Romance,1993,1h 59min,R,detroit clarence worley goes movie theater alone day birthday watch movies gorgeous alabama whitman accidentally drops popcorn together later go diner pie end one night stand morning confesses call girl hired spend fallen love get married club worked bring clothes however pimp drexl spivey partner beat reacts killing asks suitcase girls mistakenly give another cocaine discovers mistake decides travel house friend aspiring actor dick ritchie sell drug mexico visits father clifford gives address sicilian mafia owner group killers sent hunt clarnece,https://m.media-amazon.com/images/M/MV5BYWRhYWJjNGEtMjNhNi00NzFkLTk1ZGUtNjNmM2FlNTNhNWRjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,https://www.youtube.com/embed/GV1M6qf0Fts,False,False,False,Thriller Drama Romance Crime,English Italian,TonyScott,QuentinTarantino RogerAvary,ValKilmer DennisHopper GaryOldman ChristianSlater PatriciaArquette,"In Detroit, Clarence Worley goes to the movie theater alone on the day of his birthday to watch some movies. The gorgeous Alabama Whitman accidentally drops her popcorn on Clarence and they watch the movie together. Later they go to a diner for pie, and end up having a one night stand. In the morning, Alabama confesses that she is a call-girl hired to spend the night with him, but she has fallen in love with him. In the morning they get married and Clarence goes to the club where she worked to bring her some clothes. However, her pimp Drexl Spivey and his partner beat up Clarence and he reacts by killing them both. Clarence asks for Alabama's suitcase with her clothes and the other girls mistakenly give another one with cocaine. When Clarence discovers the mistake, he decides to travel with Alabama to the house of his friend, the aspiring actor Dick Ritchie, to sell the drug and travel to Mexico. He visits his father Clifford Worley and gives his address to him. But the Sicilian Mafia is the owner of the drug and a group of killers are sent to hunt down Clarnece and Alabama."
